Company | Open | High | Low | Close | Volume
ACTIVE INFRASTRUCTURES L | 171.5 | 171.5 | 170.0 | 171.05 | 14400
DENTA WATER N INFRA SOL L | 340.05 | 341.1 | 331.0 | 336.55 | 465275
LAXMI DENTAL LIMITED | 261.7 | 265.45 | 257.95 | 261.6 | 46316
ASIAN GRANITO IND. LTD. | 69.0 | 72.85 | 68.8 | 72.05 | 6991963
TVS MOTOR COMPANY  LTD | 3592.3 | 3674.7 | 3592.3 | 3666.0 | 602861
NAKODA GROUP OF IND. LTD | 29.99 | 30.3 | 28.1 | 29.31 | 29672
VST TILLERS TRACTORS LTD | 5600.0 | 5779.0 | 5596.0 | 5757.0 | 7542
JK LAKSHMI CEMENT LTD | 762.4 | 799.8 | 760.0 | 783.95 | 284710
SAR TELEVENTURE LIMITED | 223.0 | 226.0 | 220.0 | 224.7 | 137500
REDTAPE LIMITED | 122.75 | 123.94 | 122.1 | 122.9 | 158075
MOTOR & GENERAL FINANCE L | 23.64 | 24.4 | 22.1 | 23.88 | 79091
N R AGARWAL INDS LTD | 480.2 | 480.2 | 460.35 | 463.5 | 4809
GOKALDAS EXPORTS LTD. | 792.2 | 797.2 | 777.7 | 793.9 | 216309
TINNA RUBBER AND INFR LTD | 787.0 | 793.15 | 778.0 | 788.15 | 8643
JAMNA AUTO IND LTD | 126.0 | 127.81 | 124.74 | 125.9 | 2290201
KEWAL KIRAN CLOTHING LTD | 484.35 | 498.15 | 483.45 | 489.8 | 29148
PRAKASH INDUSTRIES LTD | 126.85 | 132.38 | 126.85 | 131.81 | 423234
BHAGERIA INDUSTRIES LTD | 181.0 | 184.0 | 176.11 | 182.26 | 86008
TILAKNAGAR INDUSTRIES LTD | 446.0 | 466.2 | 444.4 | 462.2 | 1203031
TBO TEK LIMITED | 1658.0 | 1708.0 | 1658.0 | 1698.6 | 125665
TENNECO CLEAN AIR INDIA L | 469.3 | 485.0 | 463.7 | 482.15 | 1153059
INDIAN PHOSPHATE LIMITED | 64.8 | 67.0 | 64.0 | 65.5 | 28800
AAFS MARKET LINK2034 SRB | NA | NA | NA | NA | NA
AAFS MARKET LINKED 2034 | NA | NA | NA | NA | NA
INTERGLOBE AVIATION LTD | 5123.0 | 5166.5 | 5103.5 | 5153.5 | 9087607
AGNI GREEN POWER LTD | 24.85 | 24.85 | 24.85 | 24.85 | 2500
USHANTI COLOUR CHEM LTD | 48.0 | 48.0 | 48.0 | 48.0 | 2000
HYUNDAI MOTOR INDIA LTD | 2295.0 | 2322.9 | 2281.5 | 2317.3 | 888944
CEREBRA INT TECH LTD | 6.67 | 6.75 | 6.56 | 6.67 | 18284
ZYDUS LIFESCIENCES LTD | 915.1 | 929.6 | 911.25 | 919.6 | 799834
JALAN TRANSOLU. INDIA LTD | 3.55 | 3.6 | 3.45 | 3.6 | 117000
EXIDE INDUSTRIES LTD | 359.05 | 364.0 | 358.05 | 363.25 | 1661778
RELIANCE INDUSTRIAL INFRA | 803.5 | 823.8 | 801.0 | 813.65 | 65357
GP PETROLEUMS LIMITED | 35.5 | 36.4 | 35.06 | 35.72 | 34177
EUREKA FORBES LIMITED | 629.25 | 644.0 | 625.1 | 640.45 | 102678
ALICON CASTALLOY LIMITED | 809.0 | 836.0 | 809.0 | 830.2 | 2794
JUBILANT INGREVIA LIMITED | 675.75 | 720.45 | 675.0 | 709.9 | 1285071
SHREEJI SHIPPING GLOBAL L | 329.25 | 333.6 | 328.2 | 329.7 | 362338
BANSAL WIRE INDUSTRIES L | 309.05 | 315.0 | 307.0 | 312.0 | 34546
AURI GROW INDIA LIMITED | 0.93 | 0.93 | 0.92 | 0.92 | 87406618
ROLEX RINGS LIMITED | 125.0 | 128.73 | 125.0 | 127.23 | 642082
SUNDARAM MULTI PAP LTD | 1.72 | 1.75 | 1.72 | 1.74 | 127515
PANAMA PETROCHEM LTD | 275.0 | 278.9 | 273.2 | 277.2 | 16504
GRAND CONTINENT HOTELS L | 158.0 | 158.0 | 158.0 | 158.0 | 4200
NIIT LIMITED | 86.4 | 87.84 | 86.27 | 86.8 | 356222
ICICI-MULTI-6-3000-2026 | NA | NA | NA | NA | NA
RBZ JEWELLERS LIMITED | 137.05 | 138.59 | 137.05 | 137.74 | 23355
SHYAM METALICS AND ENGY L | 797.0 | 824.4 | 797.0 | 818.05 | 78681
VALIANT ORGANICS LIMITED | 260.0 | 273.8 | 257.95 | 263.35 | 22630
PLADA INFOTECH SERVICES L | 16.45 | 16.45 | 16.45 | 16.45 | 3000
JAIPRAKASH POWER VEN. LTD | 17.63 | 18.05 | 17.61 | 17.94 | 32660128
PAISALO DIGITAL LIMITED | 36.45 | 36.85 | 35.5 | 35.67 | 3657238
CURA TECHNOLOGIES LIMITED | 114.84 | 117.05 | 114.84 | 117.05 | 584
EURO (I) FRESH FOODS LTD | 236.42 | 243.5 | 234.98 | 237.3 | 31991
SIDDHI COTSPIN LIMITED | 29.4 | 30.35 | 29.35 | 30.25 | 31200
REVATHI EQUIPMENT INDIA L | 718.95 | 731.75 | 700.0 | 719.55 | 192
ZUARI INDUSTRIES LIMITED | 316.8 | 319.95 | 309.85 | 316.55 | 101557
MANKIND PHARMA LIMITED | 2142.0 | 2182.5 | 2136.1 | 2172.1 | 491349
PRUDENTIAL SUGAR CORPORAT | 22.43 | 22.68 | 21.01 | 22.5 | 19703
MANUGRAPH INDIA LIMITED | 16.0 | 16.19 | 15.65 | 16.03 | 1873
WEIZMANN LTD | 101.79 | 102.4 | 100.0 | 100.2 | 298
UNITED NILGIRI TEA LTD | 444.05 | 455.95 | 443.0 | 449.75 | 1791
ALLCARGO TERMINALS LTD | NA | NA | NA | NA | NA
MUKAND LTD. | 131.21 | 132.85 | 129.71 | 131.64 | 29140
SENCO GOLD LIMITED | 311.3 | 319.5 | 309.5 | 317.9 | 242578
WELSPUN CORP LIMITED | 783.0 | 787.2 | 775.0 | 777.5 | 296364
BPL LTD | 53.01 | 57.0 | 52.0 | 55.26 | 56886
DIGIDRIVE DISTRIBUTORS L | 25.99 | 26.83 | 25.1 | 25.59 | 18219
ATC ENERGIES SYSTEM LTD | 39.5 | 39.6 | 38.15 | 38.85 | 10800
LOVABLE LINGERIE LTD | 82.01 | 83.79 | 81.02 | 82.09 | 12379
ATAM VALVES LIMITED | 82.46 | 82.59 | 78.71 | 81.52 | 9730
BHARTI AIRTEL LIMITED | 2113.9 | 2115.0 | 2082.0 | 2097.7 | 10127415
AVENUE SUPERMARTS LIMITED | 3796.1 | 3830.0 | 3756.4 | 3819.5 | 265092
NAZARA TECHNOLOGIES LTD | 234.2 | 235.55 | 225.0 | 227.85 | 3060207
D. P. ABHUSHAN LIMITED | 1409.3 | 1445.8 | 1409.3 | 1439.2 | 3148
VINYAS INNOVATIVE TECH L | 1151.1 | 1175.0 | 1145.0 | 1147.75 | 8800
TBI CORN LIMITED | 84.45 | 84.85 | 81.0 | 81.55 | 44400
UNITED BREWERIES LTD | 1590.0 | 1608.4 | 1574.1 | 1601.2 | 80615
RITE ZONE CHEMCON IND LTD | 20.1 | 21.1 | 20.1 | 21.1 | 3200
MEDICAMEN BIOTECH LIMITED | 390.05 | 397.9 | 388.55 | 396.1 | 12312
S A TECH SOFTWARE INDIA L | 50.0 | 56.8 | 49.3 | 55.6 | 63000
JAIN RESOURCE RECYCLING L | 404.0 | 409.0 | 396.5 | 401.3 | 1166244
MMTC LIMITED | 54.14 | 55.5 | 54.14 | 55.26 | 1026012
UNIHEALTH HOSPITALS LTD | 305.0 | 305.0 | 294.5 | 305.0 | 6000
IDBI BANK LIMITED | 97.6 | 98.59 | 97.49 | 98.13 | 4138575
PIRAMAL FINANCE LIMITED | 1533.2 | 1614.9 | 1514.7 | 1601.8 | 376172
VAIBHAV GLOBAL LIMITED | 233.4 | 240.02 | 232.07 | 237.13 | 231810
HLE GLASCOAT LIMITED | 444.95 | 454.4 | 440.3 | 445.2 | 60143
DOMS INDUSTRIES LIMITED | 2525.0 | 2599.9 | 2525.0 | 2589.4 | 24441
JEENA SIKHO LIFECARE LTD | 717.6 | 736.0 | 712.1 | 730.55 | 96909
DYNEMIC PRODUCTS LIMITED | 268.55 | 268.9 | 260.3 | 262.8 | 9379
TV TODAY NETWORK LTD | 132.0 | 135.0 | 132.0 | 134.26 | 23328
ROLTA INDIA LTD | NA | NA | NA | NA | NA
KOPRAN LTD | 128.16 | 130.6 | 128.0 | 129.93 | 91194
FINE ORGANIC IND. LTD. | 4267.1 | 4300.0 | 4250.0 | 4265.7 | 7768
20 MICRONS LTD | 193.1 | 193.1 | 190.05 | 192.33 | 33564
LE TRAVENUES TECHNOLOGY L | 255.2 | 257.75 | 250.65 | 256.55 | 894880
CELL POINT (INDIA) LTD | 16.65 | 16.95 | 16.4 | 16.9 | 10800
MMP INDUSTRIES LIMITED | 251.85 | 253.0 | 245.1 | 246.65 | 17665
FISCHER MEDICAL VENTURE L | 43.3 | 44.51 | 43.0 | 44.18 | 470086
SAMVARDHANA MOTHERSON INT | NA | NA | NA | NA | NA
GOKUL REFOILS & SOLV LTD | 39.21 | 40.37 | 39.21 | 39.79 | 16434
TPL REPO RATE LINK2026SRL | NA | NA | NA | NA | NA
VENKY S (INDIA) LIMITED | 1410.5 | 1423.8 | 1399.5 | 1406.1 | 23719
VDEAL SYSTEM LIMITED | 215.0 | 215.0 | 215.0 | 215.0 | 600
RAMA TELECOM LIMITED | 63.05 | 63.05 | 63.05 | 63.05 | 2000
INDIAMART INTERMESH LTD | 2264.0 | 2300.0 | 2210.0 | 2216.6 | 79312
AZAD ENGINEERING LIMITED | 1579.7 | 1664.0 | 1573.3 | 1629.4 | 223282
COMPUAGE INFOCOM LTD | 1.63 | 1.74 | 1.6 | 1.73 | 27003
BROOKFIELD INDIA RET | 334.75 | 339.0 | 329.9 | 335.39 | 1663140
ANGEL ONE LIMITED | 2490.0 | 2524.9 | 2449.1 | 2518.1 | 588239
CIPLA LTD | 1495.5 | 1520.1 | 1495.5 | 1517.1 | 769045
SKY GOLD AND DIAMONDS LTD | 321.6 | 324.0 | 316.05 | 319.15 | 288110
RAJESH EXPORTS LTD | 187.72 | 211.85 | 187.72 | 204.36 | 2274531
BETA DRUGS LIMITED | 1584.0 | 1584.0 | 1520.0 | 1530.0 | 6592
ALEMBIC LIMITED | 100.3 | 101.2 | 99.7 | 99.88 | 207536
ANIK INDUSTRIES LTD | 53.8 | 55.59 | 51.0 | 54.11 | 48975
SANDUR MANG & IRON ORES L | 213.0 | 222.5 | 211.6 | 216.91 | 5943917
KOLTE PATIL DEV. LTD. | 382.8 | 396.95 | 382.6 | 390.4 | 79750
HOLMARC OPTO MECHATRO L | 101.5 | 101.5 | 97.5 | 97.5 | 2250
BLUE JET HEALTHCARE LTD | 525.0 | 540.05 | 515.2 | 531.3 | 486869
KOKUYO CAMLIN LIMITED | 87.6 | 89.65 | 87.6 | 88.43 | 29862
BRACE PORT LOGISTICS LTD | 83.0 | 83.5 | 82.0 | 82.85 | 6400
VELS FILM INTERNATIONAL L | 55.95 | 55.95 | 55.95 | 55.95 | 1200
RAVI KUMAR DIST. LTD. | 22.67 | 23.15 | 22.1 | 22.89 | 8016
URBAN COMPANY LIMITED | 123.2 | 129.7 | 123.0 | 127.02 | 13605160
FROG INNOVATIONS LIMITED | 158.0 | 159.8 | 158.0 | 159.45 | 5600
SWARAJ SUITING LIMITED | 252.9 | 256.0 | 248.1 | 250.0 | 49500
ORIENTAL TRIMEX LTD | 8.39 | 8.48 | 8.3 | 8.35 | 162872
DB (INT) STOCK BROKERS | 25.4 | 25.59 | 24.81 | 25.03 | 6612
BIKAJI FOODS INTERN LTD | 744.3 | 751.45 | 740.05 | 749.2 | 105640
SUPREME POWER EQUIPMENT L | 192.0 | 201.8 | 192.0 | 200.2 | 20500
ICRA LIMITED | 6200.0 | 6205.5 | 6085.0 | 6101.0 | 3873
SUNDARAM FINANCE LTD | 4808.3 | 5000.0 | 4767.9 | 4931.6 | 82431
WEST COAST PAPER MILLS LT | 399.0 | 415.25 | 398.85 | 407.6 | 27494
G M BREWERIES LTD | 965.3 | 1015.3 | 962.8 | 1002.2 | 164928
NOCIL LIMITED | 156.0 | 156.64 | 154.82 | 155.21 | 212187
V2 RETAIL LIMITED | 2181.0 | 2239.7 | 2168.7 | 2222.3 | 24496
CHEVIOT COMPANY LIMITED | 1055.1 | 1064.8 | 1053.2 | 1056.8 | 943
TRANSWIND INFRA LIMITED | 21.5 | 21.5 | 21.0 | 21.0 | 8000
SYNERGY GREEN IND. LTD | 532.45 | 533.15 | 525.0 | 530.45 | 7892
AHIMSA INDUSTRIES LTD. | 25.05 | 25.05 | 25.0 | 25.0 | 12000
COHANCE LIFESCIENCES LTD | 529.65 | 544.9 | 525.8 | 538.45 | 740594
KFIN TECHNOLOGIES LIMITED | 1072.5 | 1086.8 | 1053.6 | 1078.1 | 1829163
AJOONI BIOTECH LIMITED | 4.17 | 4.32 | 4.17 | 4.24 | 382041
BAJAJ HOUSING FINANCE LTD | 95.5 | 96.17 | 94.81 | 95.31 | 4729314
EFFWA INFRA & RESEARCH L | 232.0 | 234.4 | 225.0 | 231.7 | 11200
EMCURE PHARMACEUTICALS L | 1391.8 | 1406.1 | 1380.0 | 1385.0 | 43615
AARTI DRUGS LTD. | 378.6 | 385.5 | 376.5 | 381.55 | 204912
JTEKT INDIA LIMITED | 140.14 | 142.18 | 139.05 | 141.74 | 51826
BHARTI HEXACOM LIMITED | 1760.0 | 1809.7 | 1752.8 | 1793.4 | 195847
GENERAL INS CORP OF INDIA | 365.0 | 371.35 | 362.15 | 365.45 | 707595
JUBILANT FOODWORKS LTD | 558.7 | 566.4 | 557.0 | 563.7 | 1860282
MODIS NAVNIRMAN LTD | 335.0 | 350.0 | 328.45 | 341.55 | 18311
ANB METAL CAST LIMITED | 353.0 | 360.6 | 353.0 | 360.6 | 2400
DCM LTD | 91.1 | 92.99 | 91.1 | 92.12 | 7373
ARMAN FIN SERV LTD | 1502.3 | 1514.9 | 1474.0 | 1481.0 | 16054
MAX FINANCIAL SERV LTD | 1686.6 | 1693.5 | 1660.5 | 1689.9 | 605147
APOLLO SINDOORI HOTEL LTD | 1222.9 | 1235.0 | 1192.1 | 1226.3 | 364
VINEET LABORATORIES LTD | 43.0 | 43.08 | 41.0 | 41.8 | 42503
JAI BALAJI INDUSTRIES LTD | 61.5 | 62.39 | 60.9 | 61.75 | 1386689
B.A.G FILMS AND MEDIA LTD | 6.34 | 6.48 | 6.34 | 6.36 | 27219
KN AGRI RESOURCES LIMITED | 194.9 | 199.8 | 188.5 | 195.3 | 30848
UTTAM SUGAR MILLS LTD. | 266.35 | 267.38 | 253.02 | 262.94 | 140426
GIRIRAJ CIVIL DEVP LTD | 195.0 | 196.0 | 193.25 | 194.0 | 4500
RAJNANDINI METAL LIMITED | 4.0 | 4.04 | 3.95 | 3.98 | 305789
BOROSIL LIMITED | 287.9 | 288.0 | 283.1 | 286.4 | 60719
RUBICON RESEARCH LIMITED | 648.9 | 664.0 | 635.65 | 655.65 | 155214
NATIONAL FERT. LTD | 85.17 | 86.2 | 84.71 | 85.9 | 408577
ARHAM TECHNOLOGIES LTD | 152.7 | 152.85 | 146.2 | 151.1 | 25000
CHOICE INTERNATIONAL LTD | 773.8 | 788.0 | 770.4 | 784.9 | 470129
WILLIAMSON MAGOR | 30.85 | 31.49 | 29.51 | 29.93 | 4095
AU SMALL FINANCE BANK LTD | 977.1 | 989.2 | 972.7 | 985.15 | 2775343
MSTC LIMITED | 467.6 | 472.5 | 460.8 | 468.4 | 73392
CITI NIFTY 50 INDEX 2026 | NA | NA | NA | NA | NA
SUNTECH INFRA SOLUTIONS L | 43.0 | 43.5 | 43.0 | 43.15 | 8000
GREENLAM INDUSTRIES LTD. | 253.0 | 253.0 | 244.95 | 247.8 | 19029
ORACLE FIN SERV SOFT LTD. | 7720.0 | 7843.5 | 7640.0 | 7823.5 | 102445
APEX FROZEN FOODS LIMITED | 286.95 | 290.05 | 280.5 | 286.9 | 616221
GHCL LIMITED | 569.05 | 576.1 | 555.0 | 571.45 | 136114
VILAS TRANSCORE LIMITED | 396.05 | 405.0 | 396.05 | 404.4 | 14000
MARAL OVERSEAS LTD | 43.8 | 45.42 | 43.8 | 44.72 | 3643
DONEAR IND. LIMITED | 98.28 | 98.28 | 95.52 | 96.55 | 15522
HDFC LIFE INS CO LTD | 753.1 | 773.85 | 753.1 | 766.45 | 3098157
DHANUKA REALTY LIMITED | 22.4 | 22.4 | 21.95 | 21.95 | 12000
AMEYA PRECISION ENG LTD | 99.7 | 99.7 | 99.7 | 99.7 | 1000
INTERIORS & MORE LIMITED | 247.0 | 250.0 | 233.0 | 250.0 | 3600
LEXUS GRANITO (INDIA) LTD | 27.01 | 27.95 | 25.55 | 26.97 | 11377
SERVICE CARE LIMITED | 39.2 | 42.0 | 39.2 | 42.0 | 4000
PDS LIMITED | 346.1 | 405.0 | 343.85 | 382.6 | 2758286
DIGIKORE STUDIOS LIMITED | 79.3 | 80.0 | 77.3 | 78.4 | 2000
SANGHVI MOVERS LTD | 306.0 | 332.3 | 306.0 | 329.3 | 431732
BALAJI PHOSPHATES LIMITED | 147.7 | 148.0 | 145.0 | 146.4 | 12000
ASAHI INDIA GLASS LIMITED | 983.9 | 1017.6 | 975.0 | 1008.7 | 760159
SMS PHARMACEUTICALS LTD. | 304.8 | 314.0 | 304.15 | 311.3 | 242247
PARAMOUNT COMM LTD | 34.6 | 35.42 | 34.5 | 35.31 | 523900
SHREE VASU LOGISTICS LTD | 739.35 | 739.35 | 696.5 | 716.95 | 727
KRYSTAL INTEGRATED SER L | 518.95 | 530.0 | 514.75 | 523.35 | 4770
STUDIO LSD LIMITED | 13.5 | 13.75 | 13.0 | 13.55 | 74000
UNILEX COLOURS AND CHEM L | 36.5 | 37.0 | 36.5 | 37.0 | 4800
JANA SMALL FIN BANK LTD | 420.1 | 423.8 | 418.25 | 420.2 | 113851
ORCHASP LIMITED | 2.96 | 3.08 | 2.9 | 2.99 | 233102
SAMMAAN CAPITAL LIMITED | 144.0 | 146.24 | 141.72 | 145.05 | 8361531
SIDDHIKA COATINGS LIMITED | 215.0 | 215.0 | 215.0 | 215.0 | 2000
NUVOCO VISTAS CORP LTD | 353.2 | 365.0 | 348.8 | 361.0 | 378010
PICCADILY AGRO INDUSTRI L | 550.0 | 562.5 | 545.3 | 559.25 | 58464
JK CEMENT LIMITED | 5450.5 | 5480.5 | 5392.0 | 5419.5 | 43408
GLOBUS SPIRITS LTD | 967.9 | 990.0 | 960.0 | 984.5 | 27166
NATCO PHARMA LTD. | 918.6 | 943.8 | 913.0 | 916.75 | 828324
URJA GLOBAL LIMITED | 11.0 | 11.2 | 10.97 | 11.16 | 959093
GLOBAL PET INDUSTRIES LTD | 120.0 | 120.0 | 120.0 | 120.0 | 750
KAKATIYA CEM SUGAR &IND L | 127.01 | 131.8 | 125.2 | 127.44 | 1494
LATTEYS INDUSTRIES LTD | 22.39 | 22.39 | 21.95 | 21.95 | 13503
COMMITTED CARGO CARE LTD | 216.85 | 216.85 | 216.85 | 216.85 | 800
MEDICAMEN ORGANICS LTD | 25.2 | 25.2 | 25.2 | 25.2 | 2000
VASWANI IND LTD | 61.24 | 63.39 | 59.7 | 60.67 | 143579
TITAN COMPANY LIMITED | 3919.0 | 3961.9 | 3913.0 | 3930.1 | 730780
GE POWER INDIA LIMITED | 319.0 | 320.0 | 314.15 | 316.65 | 110558
CAPILLARY TECHNO INDIA L | 678.9 | 685.8 | 668.15 | 672.25 | 808224
GARWARE HI-TECH FILMS LTD | 3419.0 | 3423.0 | 3317.0 | 3352.5 | 48000
STEEL STRIPS WHEELS LTD. | 191.0 | 194.34 | 188.65 | 193.54 | 84943
DANGEE DUMS LIMITED | 3.7 | 3.75 | 3.45 | 3.6 | 165715
ALMONDZ GLOBAL SEC LTD | 14.57 | 16.46 | 14.57 | 16.12 | 261645
HERITAGE FOODS LTD | 459.8 | 461.9 | 443.2 | 458.0 | 235483
TEXMACO INFRA & HOLDG LTD | 104.4 | 104.47 | 102.75 | 103.8 | 60684
CLEAN SCIENCE & TECH LTD | 902.0 | 907.9 | 890.9 | 900.45 | 136683
RAYMOND REALTY LIMITED | 473.95 | 474.05 | 462.0 | 463.25 | 180413
SHIVALIK RASAYAN LIMITED | 361.5 | 368.9 | 357.15 | 360.05 | 12292
VISA STEEL LIMITED | 46.12 | 49.28 | 46.12 | 48.66 | 18459
TEJAS CARGO INDIA LIMITED | 251.0 | 263.55 | 251.0 | 263.55 | 2400
AAFS MARKET LINKED 2029 | NA | NA | NA | NA | NA
DHANUKA AGRITECH LTD | 1179.5 | 1189.2 | 1158.1 | 1181.6 | 37535
AAFS MARKET LINKED 2029 | NA | NA | NA | NA | NA
AAFS MARKET LINKED 2029 | NA | NA | NA | NA | NA
WHIRLPOOL OF INDIA LTD | 929.0 | 933.0 | 916.0 | 926.2 | 232776
ESSEN SPECIALITY FILMS L | 150.0 | 163.0 | 149.95 | 160.0 | 30600
IND MOTOR PART & ACC LTD | 1038.3 | 1049.9 | 1035.9 | 1040.6 | 1324
AAFS MARKET LINKED 2029 | NA | NA | NA | NA | NA
AAFS MARKET LINKED CAR-H | NA | NA | NA | NA | NA
SRI LOTUS DEVLPRS N RTY L | 153.99 | 156.0 | 152.01 | 154.93 | 243329
KARNIKA INDUSTRIES LTD | 122.0 | 122.0 | 117.0 | 117.6 | 15000
THINKING HATS ENTER SOL L | 24.9 | 27.35 | 24.9 | 27.35 | 21000
NAMO EWASTE MANAGEMENT L | 183.45 | 184.6 | 181.7 | 182.2 | 18400
GENERIC ENG CONS PROJ LTD | 44.1 | 44.96 | 43.25 | 43.98 | 311629
KRISHANA PHOSCHEM LIMITED | 521.0 | 529.9 | 509.4 | 518.55 | 59174
VIVIANA POWER TECH LTD | 748.5 | 748.5 | 702.1 | 733.1 | 11800
PLASTIBLENDS INDIA LTD | 162.36 | 163.99 | 161.11 | 161.88 | 2089
GABRIEL INDIA LTD | 1068.6 | 1087.4 | 1034.2 | 1060.8 | 1012722
IKIO TECHNOLOGIES LIMITED | 172.56 | 180.7 | 172.56 | 175.48 | 51024
GO DIGIT GENERAL INS LTD | 342.55 | 346.95 | 336.85 | 343.3 | 571412
AAFS MARKET LINKED 2028 | NA | NA | NA | NA | NA
AAFS MARKET LINKED 2028 | NA | NA | NA | NA | NA
KPI GREEN ENERGY LIMITED | 425.6 | 425.6 | 415.55 | 417.75 | 797447
AAFS28C MARKET LINKED 28 | NA | NA | NA | NA | NA
AAFS MKT LINK2027SRCAR D | NA | NA | NA | NA | NA
AAFS MARKET LINK2027 SRJ | NA | NA | NA | NA | NA
AAFS MARKET LINKED 2027 | NA | NA | NA | NA | NA
RSWM LIMITED | 150.11 | 152.2 | 150.11 | 150.67 | 13886
DPSC LIMITED | 10.04 | 10.25 | 10.01 | 10.08 | 89278
ASK AUTOMOTIVE LIMITED | 482.5 | 494.0 | 476.05 | 490.3 | 136884
UFO MOVIEZ INDIA LTD. | 84.0 | 86.7 | 83.0 | 85.58 | 233002
CHAMAN LAL SETIA EXP LTD | 265.55 | 265.55 | 258.0 | 258.7 | 47796
GVPTECH RE.1 PPD UP | 4.23 | 4.99 | 4.21 | 4.43 | 11167
RUBFILA INTERNATIONAL LTD | 74.53 | 74.78 | 72.26 | 72.63 | 22073
HITECH CORPORATION LTD | 169.11 | 171.49 | 166.9 | 169.5 | 4249
ALANKIT LIMITED | 10.79 | 10.83 | 10.51 | 10.74 | 124450
JET KNITWEARS LTD. | 89.2 | 89.2 | 89.2 | 89.2 | 750
NEWMALAYALAM STEEL LTD | 30.1 | 30.1 | 30.1 | 30.1 | 1600
POSITRON ENERGY LIMITED | 210.0 | 218.25 | 208.05 | 208.7 | 3600
SUBEX LTD | 11.73 | 12.01 | 11.62 | 11.85 | 1022394
TWAMEV CONS AND INFRA LTD | 25.86 | 26.8 | 24.61 | 25.34 | 216081
CUMMINS INDIA LTD | 4380.0 | 4426.6 | 4338.6 | 4410.4 | 507355
THE NEW INDIA ASSU CO LTD | 159.33 | 161.7 | 153.68 | 155.74 | 1158123
ASHIANA HOUSING LTD | 292.45 | 296.9 | 289.2 | 295.45 | 20278
AARTI INDUSTRIES LTD | 365.9 | 371.7 | 363.45 | 369.8 | 417538
KARNATAKA BANK LIMITED | 199.9 | 201.16 | 199.0 | 200.47 | 2290638
AMD INDUSTRIES LIMITED | 49.94 | 49.98 | 47.1 | 48.63 | 15353
TATA MOTORS PASS VEH LTD | 347.4 | 354.8 | 347.0 | 352.65 | 74052760
UNITED FOODBRANDS LIMITED | 175.1 | 178.51 | 174.17 | 175.64 | 32904
BALRAMPUR CHINI MILLS LTD | 450.5 | 450.8 | 435.8 | 437.65 | 986605
SKP BEARING INDUSTRI. LTD | 170.0 | 174.9 | 170.0 | 170.55 | 4500
CEDAAR TEXTILE LIMITED | 74.15 | 76.85 | 73.65 | 73.65 | 91000
I G PETROCHEMICALS LTD | 386.4 | 400.0 | 386.4 | 398.2 | 16082
STERLING TOOLS LIMITED | 261.4 | 267.7 | 261.4 | 265.95 | 52025
HI-TECH PIPES LIMITED | 91.09 | 91.72 | 90.45 | 91.1 | 545203
NATURAL CAPSULES LIMITED | 182.15 | 182.15 | 171.2 | 174.5 | 2405
SIKKO INDUSTRIES LIMITED | 5.09 | 5.32 | 5.0 | 5.25 | 593201
NRB BEARING LIMITED | 280.3 | 282.85 | 279.0 | 279.95 | 81016
SUMITOMO CHEM INDIA LTD | 447.0 | 447.8 | 432.2 | 442.6 | 386380
MAGSON RETAIL AND DIST L | 113.8 | 113.9 | 113.8 | 113.9 | 5000
ASL INDUSTRIES LIMITED | 111.85 | 111.85 | 111.85 | 111.85 | 2000
KPR MILL LTD. | 963.0 | 978.6 | 961.4 | 974.6 | 118639
SUPREME HOLDIN N HOSP I L | 78.97 | 81.0 | 76.83 | 80.76 | 159480
SHALIM PAINTS LTD | 54.89 | 55.8 | 54.85 | 55.13 | 103343
KARMA ENERGY LIMITED | 50.61 | 54.0 | 49.05 | 50.04 | 32161
CANARA HSBC LIFE INS CO L | 127.59 | 128.89 | 126.1 | 127.14 | 524118
SOLARA RS. 7 PPD UP | 399.95 | 400.0 | 391.0 | 391.0 | 39
THE WESTERN INDIA PLY LTD | 151.1 | 153.0 | 139.01 | 142.88 | 13224
CINELINE INDIA LIMITED | 85.31 | 89.7 | 85.31 | 86.99 | 3166
SHRENIK LIMITED | 0.51 | 0.53 | 0.51 | 0.51 | 1088026
VASA RETAIL & OVERSEA LTD | 5.0 | 5.0 | 5.0 | 5.0 | 4000
QVC EXPORTS LIMITED | 28.0 | 28.0 | 28.0 | 28.0 | 1600
IDENTICAL BRAINS STUDIO L | 24.9 | 24.9 | 24.9 | 24.9 | 2000
SHAILY ENG PLASTICS LTD | 2385.0 | 2385.0 | 2298.7 | 2367.7 | 138054
MUSIC BROADCAST LIMITED | 117.45 | 117.65 | 117.15 | 117.65 | 1317
N.B.I. IND. FIN. CO. LTD | 2251.0 | 2251.0 | 2136.0 | 2227.3 | 116
THE UGAR SUGAR WORKS LTD | 45.54 | 45.54 | 41.17 | 41.43 | 406329
RICO AUTO INDUSTRIES LTD | 123.0 | 124.56 | 120.41 | 122.56 | 7106968
PRIVI SPECIALITY CHE LTD | 3063.0 | 3099.0 | 3018.1 | 3088.4 | 21679
KATARIA INDUSTRIES LTD | 111.2 | 117.5 | 101.35 | 106.95 | 154800
SHRI TECHTEX LIMITED | 62.95 | 62.95 | 60.0 | 60.0 | 14000
RELIANCE POWER LTD. | 38.0 | 38.85 | 37.68 | 38.56 | 52165113
OIL INDIA LTD | 403.4 | 408.1 | 400.45 | 405.05 | 1551480
